Employee Identification;FirstName;LastName;Starting Day at the Company;Last Day at the Company;Company Internal Title;Employee Reports to;ADEmail;Company Department;Active or Inactive?;EmployeeType;PayZone;EmployeeClassificationType;TerminationType;TerminationDescription;DepartmentType;Division;DOB;State;JobFunctionDescription;GenderCode;LocationCode;MaritalDesc;Performance Score;Current Employee Rating;Annual Gross Fixed Salary (USD)
1 467;Phoebe;Dorsey;2023-03-30;;Production Technician I;Andrew Brown;phoebe.dorsey@bilearner.com;SVG;Active;Full-Time;Zone A;Temporary;Unk;;Production       ;People Services;1989-04-16;MA;Generalist;Female;18 652;Married;Fully Meets;3;55717
1 468;Coleman;Bridges;2018-12-27;;Production Technician I;Michael Flowers;coleman.bridges@bilearner.com;TNS;Active;Contract;Zone A;Part-Time;Unk;;Production       ;Field Operations;1965-08-30;MA;Laborer;Female;24 605;Divorced;Exceeds;3;77241
1 469;Juliet;Bautista;2021-09-20;;Production Technician I;Juan Gordon;juliet.bautista@bilearner.com;WBL;Active;Full-Time;Zone B;Temporary;Unk;;Production       ;Field Operations;1976-08-17;MA;Lineman;Female;59 499;Married;Exceeds;3;57247
1 470;Julia;Lawrence;2023-02-08;;Production Tech I;Kimberly Green;julia.lawrence@bilearner.com;BPC;Active;Part-Time;Zone B;Part-Time;Unk;;Production       ;General - Sga;1995-09-20;MA;Administrator;Female;62 387;Married;Exceeds;3;61302
1 471;Kinley;Dean;2019-10-16;2022-01-12;Production Technician II;Connie Elliott;kinley.dean@bilearner.com;CCDR;Voluntarily Terminated;Full-Time;Zone B;Part-Time;Retirement;Explain happen heavy wall hot year ability.;Production       ;Field Operations;1960-04-09;MA;Lineman;Male;4 589;Divorced;Exceeds;3;62605
1 472;Karina;Mccarthy;2021-08-31;;Production Technician II;Chase Ali;karina.mccarthy@bilearner.com;SVG;Active;Contract;Zone C;Full-Time;Unk;;Production       ;Project Management - Con;1972-04-14;MA;Field Project Manager;Male;46 068;Single;Exceeds;3;65808
1 473;Ruben;Kirby;2020-09-25;;Production Tech II;Teresa Wood;ruben.kirby@bilearner.com;EW;Active;Contract;Zone B;Full-Time;Unk;;Production       ;Field Operations;1942-10-06;MA;Laborer;Female;24 519;Divorced;Exceeds;3;60219
1 474;Alexia;Hughes;2023-02-01;2023-02-03;Production Technician II;Timothy Powell;alexia.hughes@bilearner.com;MSC;Voluntarily Terminated;Full-Time;Zone C;Part-Time;Voluntary;Then sing son.;Production       ;Engineers;1942-07-13;MA;Engineer;Female;46 511;Married;Exceeds;3;97527
1 475;Miles;Gill;2023-01-17;2023-05-21;Production Tech II;Michelle Webb;miles.gill@bilearner.com;TNS;Active;Full-Time;Zone A;Temporary;Resignation;Teacher style heart so. Answer Mr that.;Production       ;Wireline Construction;1993-08-19;MA;Laborer;Male;86 113;Married;Exceeds;3;71027
1 476;Kaden;Woodard;2019-12-07;2020-09-02;Production Tech II;Jared Walsh;kaden.woodard@bilearner.com;PYZ;Voluntarily Terminated;Contract;Zone C;Part-Time;Voluntary;Value health model day production identify.;Production       ;Field Ops;1962-11-07;MA;Foreman;Male;16 157;Divorced;PIP;3;78951
1 477;Frida;Wilkins;2018-11-21;2022-01-11;Production Tech I;Jennifer Rivera;frida.wilkins@bilearner.com;CCDR;Active;Contract;Zone B;Full-Time;Retirement;Great relate within you. Red bill unit school.;Production       ;Wireline Construction;1963-09-12;MA;Laborer;Female;75 398;Married;Exceeds;3;76472
1 478;Kamron;Doyle;2021-02-15;2023-07-18;Production Technician I;Susan Burns;kamron.doyle@bilearner.com;SVG;Active;Part-Time;Zone B;Part-Time;Voluntary;Expert skill prove book wear half though.;Production       ;Field Operations;1953-09-21;MA;Locator;Female;35 244;Divorced;Exceeds;3;79744
1 479;Blaine;Rose;2021-01-06;;Production Tech I;Sandra Blackwell;blaine.rose@bilearner.com;EW;Active;Part-Time;Zone B;Full-Time;Unk;;Production       ;Project Management - Con;1951-12-04;MA;Coordinator;Female;31 819;Married;Exceeds;3;77349
1 480;Elena;Gilmore;2019-01-18;;Production Technician I;Eric Oliver;elena.gilmore@bilearner.com;MSC;Active;Part-Time;Zone B;Part-Time;Unk;;Production       ;Shop (Fleet);1994-04-27;MA;Mechanic;Male;77 316;Married;Needs Improvement;3;57890
1 481;Ashlynn;Moses;2023-03-15;;Production Technician I;Robyn Robbins;ashlynn.moses@bilearner.com;TNS;Active;Full-Time;Zone A;Part-Time;Unk;;Production       ;Field Operations;2000-07-09;MA;Technician;Male;71 882;Single;Exceeds;3;75337
1 482;Esmeralda;Galvan;2019-11-11;;Production Technician I;Robert Hall;esmeralda.galvan@bilearner.com;PYZ;Active;Contract;Zone C;Temporary;Unk;;Production       ;Finance & Accounting;1952-02-02;MA;Vp;Female;81 260;Widowed;Exceeds;3;77582
1 483;Ignacio;Wiley;2022-08-21;2023-01-20;Production Tech I;Jacob Smith;ignacio.wiley@bilearner.com;WBL;Active;Full-Time;Zone A;Full-Time;Retirement;A discussion quite mission.;Production       ;Shop (Fleet);1961-10-15;MA;Shop;Female;74 813;Single;Exceeds;3;74832
1 484;Lorena;Mahoney;2020-05-05;;Production Technician I;Sarah Harper;lorena.mahoney@bilearner.com;NEL;Active;Full-Time;Zone B;Full-Time;Unk;;Production       ;General - Con;1991-07-02;MA;Laborer;Female;43 208;Married;Exceeds;3;56832
1 485;Krystal;Atkinson;2021-03-05;2023-04-02;Production Tech I;Dennis Yates;krystal.atkinson@bilearner.com;PL;Active;Contract;Zone A;Part-Time;Involuntary;Top ability sit onto so.;Production       ;Aerial;1971-12-16;MA;Laborer;Female;92 712;Married;Exceeds;3;78849
1 486;Soren;Merritt;2019-03-07;;Production Tech I;Christopher Smith;soren.merritt@bilearner.com;BPC;Active;Part-Time;Zone A;Full-Time;Unk;;Production       ;Engineers;1999-05-13;MA;Engineer;Female;53 726;Divorced;Fully Meets;3;96607
1 487;Frida;Salazar;2022-05-08;2023-03-27;Production Technician I;Tracy Phillips;frida.salazar@bilearner.com;CCDR;Active;Full-Time;Zone B;Part-Time;Involuntary;Once type here really.;Production       ;General - Con;1971-08-28;MA;Operator;Female;31 742;Widowed;Fully Meets;3;56787
1 488;Annie;Peters;2020-08-21;2022-05-30;Production Tech I;Barry Martinez;annie.peters@bilearner.com;SVG;Future Start;Part-Time;Zone A;Full-Time;Retirement;Speak others again behavior network quite none.;Production       ;Engineers;1963-02-20;MA;Project Manager;Female;7 547;Single;Fully Meets;3;95393
1 489;Zoie;Mercado;2020-12-01;;Production Technician I;David Young;zoie.mercado@bilearner.com;EW;Active;Contract;Zone A;Part-Time;Unk;;Production       ;Fielders;1944-08-19;MA;Technician;Female;42 750;Widowed;Fully Meets;3;62631
1 490;Joanna;Arias;2019-08-13;;Production Tech I;Edwin Serrano;joanna.arias@bilearner.com;MSC;Active;Contract;Zone A;Temporary;Unk;;Production       ;Engineers;1970-03-23;MA;Director;Female;40 934;Widowed;Needs Improvement;3;115055
1 491;Tristian;Wilcox;2020-03-09;;Production Tech I;Kevin Jones;tristian.wilcox@bilearner.com;TNS;Active;Part-Time;Zone C;Temporary;Unk;;Production       ;Project Management - Con;1982-02-27;MA;Manager;Female;4 664;Married;Exceeds;3;76505
1 492;Zoey;Spence;2020-05-06;;Production Technician II;Ian Price;zoey.spence@bilearner.com;CCDR;Active;Full-Time;Zone B;Temporary;Unk;;Production       ;Eng;1955-12-08;MA;Engineer;Male;73 153;Divorced;Exceeds;3;119760
1 493;Bradley;Barnes;2022-08-03;;Production Technician II;Kimberly Rivera;bradley.barnes@bilearner.com;SVG;Active;Full-Time;Zone B;Temporary;Unk;;Production       ;Field Ops;1980-07-19;MA;Laborer;Male;57 107;Married;Fully Meets;3;67057
1 494;Juliana;Schroeder;2018-10-13;2019-12-04;Production Tech II;Miranda Brown;juliana.schroeder@bilearner.com;EW;Voluntarily Terminated;Contract;Zone B;Full-Time;Retirement;Thing join brother throughout.;Production       ;Splicing;1949-03-12;MA;Coordinator;Female;18 325;Divorced;Fully Meets;3;62350
1 495;Yasmin;Warren;2021-07-04;;Production Technician II;Jorge Cunningham;yasmin.warren@bilearner.com;MSC;Active;Part-Time;Zone A;Temporary;Unk;;Production       ;General - Con;1971-01-11;MA;Laborer;Male;38 175;Single;Fully Meets;3;70875
1 496;Izabella;Barron;2019-04-30;2020-05-04;Production Technician II;Sarah Fisher;izabella.barron@bilearner.com;TNS;Active;Part-Time;Zone A;Full-Time;Retirement;Positive far win six might.;Production       ;Splicing;1950-10-25;MA;Technician;Male;27 412;Widowed;Fully Meets;3;71556
1 497;Victoria;Soto;2020-11-03;;Production Technician II;Melissa Moreno;victoria.soto@bilearner.com;PYZ;Active;Contract;Zone C;Temporary;Unk;;Production       ;Engineers;1995-12-11;MA;Drafter;Male;26 808;Widowed;Needs Improvement;3;94008
1 498;Cody;Beard;2022-08-15;2022-08-20;Production Technician I;Crystal Smith;cody.beard@bilearner.com;BPC;Active;Full-Time;Zone B;Part-Time;Retirement;Will raise compare realize evidence most product.;Production       ;Eng;1944-03-24;MA;Director;Female;43 193;Married;Exceeds;3;106977
1 499;Abigayle;Mccann;2022-02-26;2022-10-16;Production Technician I;Lori Lopez DVM;abigayle.mccann@bilearner.com;CCDR;Active;Contract;Zone A;Full-Time;Resignation;Win late significant throughout add.;Production       ;General - Con;1975-04-27;MA;Operator;Female;94 816;Married;Fully Meets;3;74443
1 500;Brenden;Marks;2019-05-13;;Production Technician I;Kevin Rodriguez;brenden.marks@bilearner.com;SVG;Active;Part-Time;Zone B;Part-Time;Unk;;Production       ;Field Ops;1985-02-02;MA;Tower Hand;Female;92 438;Divorced;Fully Meets;3;58606
1 501;Jaqueline;Gallagher;2021-10-24;2022-10-03;Production Technician I;Mary Higgins;jaqueline.gallagher@bilearner.com;EW;Active;Contract;Zone A;Part-Time;Retirement;Surface mother in into pick middle too.;Production       ;Field Operations;1999-10-01;MA;Tower Hand;Male;12 961;Widowed;Fully Meets;3;79816
1 502;Abagail;Banks;2021-05-10;2023-04-10;Production Technician I;Austin Salas;abagail.banks@bilearner.com;MSC;Active;Full-Time;Zone B;Full-Time;Retirement;Subject improve what get care test development.;Production       ;General - Eng;1986-12-15;MA;Administrative;Male;96 477;Divorced;Fully Meets;3;72632
1 503;Nickolas;Guzman;2021-06-13;2021-06-20;Production Technician I;Marissa Clarke;nickolas.guzman@bilearner.com;TNS;Active;Contract;Zone A;Part-Time;Retirement;Remember teacher produce use voice.;Production       ;General - Sga;1985-04-21;MA;Business Development;Female;31 097;Single;Fully Meets;3;68603
1 504;Guillermo;Rose;2019-11-04;2021-07-28;Production Technician I;Cindy Lopez;guillermo.rose@bilearner.com;PYZ;Active;Full-Time;Zone C;Full-Time;Resignation;Health section option interview.;Production       ;Eng;1971-08-23;MA;Technician;Female;11 962;Married;Needs Improvement;3;111052
1 505;Moises;Brock;2020-01-29;;Production Technician I;Nicole Harrington;moises.brock@bilearner.com;WBL;Active;Full-Time;Zone A;Part-Time;Unk;;Production       ;WIRELINE CONSTRUCTION;1942-08-17;MA;Supervisor;Female;29 145;Widowed;Exceeds;3;65892
1 506;Hayden;Richmond;2018-09-05;2020-09-08;Production Technician I;Christopher Garcia;hayden.richmond@bilearner.com;NEL;Active;Part-Time;Zone B;Part-Time;Retirement;Likely former outside free short occur.;Production       ;Eng;1972-06-18;MA;Engineer;Female;25 033;Single;Exceeds;3;93913
1 507;Evelin;Sellers;2021-07-21;;Production Tech I;Jamie Wallace;evelin.sellers@bilearner.com;PL;Active;Full-Time;Zone C;Full-Time;Unk;;Production       ;General - Sga;1996-08-15;MA;Administrator;Female;58 830;Widowed;Fully Meets;3;58948
1 508;Dereon;Hayes;2023-05-20;;Production Technician I;Noah Woods;dereon.hayes@bilearner.com;BPC;Active;Part-Time;Zone B;Temporary;Unk;;Production       ;General - Con;1964-12-25;MA;Lineman;Female;64 063;Single;Fully Meets;3;58279
1 509;Marlee;Mathis;2022-05-16;;Production Technician I;Taylor Fleming;marlee.mathis@bilearner.com;CCDR;Active;Full-Time;Zone C;Full-Time;Unk;;Production       ;General - Sga;1960-01-24;MA;Assistant;Female;92 210;Single;Fully Meets;3;63714
1 510;Alice;House;2021-03-15;;Production Technician I;Stacy Blackwell;alice.house@bilearner.com;SVG;Active;Contract;Zone C;Temporary;Unk;;Production       ;General - Sga;1980-09-16;MA;Technician;Female;79 031;Married;Fully Meets;3;61868
1 511;Jonathon;Thompson;2023-06-26;2023-07-30;Production Tech I;Melissa Morse;jonathon.thompson@bilearner.com;EW;Future Start;Full-Time;Zone C;Full-Time;Retirement;Spring sell become contain wear against design.;Production       ;Field Operations;1995-07-05;MA;Groundman;Female;47 284;Single;Fully Meets;3;74280
1 512;Kendal;Abbott;2019-10-11;2021-04-24;Production Technician I;Maria Huber;kendal.abbott@bilearner.com;MSC;Leave of Absence;Contract;Zone B;Part-Time;Involuntary;Politics discover throw commercial economic.;Production       ;Field Ops;1982-06-29;MA;Laborer;Female;42 058;Widowed;Fully Meets;3;79819
1 513;Holly;Taylor;2019-12-21;;Production Tech II;Carol Knapp;holly.taylor@bilearner.com;PL;Active;Contract;Zone C;Temporary;Unk;;Production       ;General - Eng;1993-10-03;MA;Engineer;Male;75 433;Widowed;Fully Meets;3;60734
1 514;Hadassah;Blackburn;2022-07-15;;Production Technician II;Alan Anderson;hadassah.blackburn@bilearner.com;PYZ;Active;Contract;Zone C;Part-Time;Unk;;Production       ;Splicing;1983-12-05;MA;Manager;Male;22 316;Widowed;Fully Meets;3;77866
1 515;Shaylee;Hall;2018-09-26;;Production Technician II;Catherine Durham;shaylee.hall@bilearner.com;SVG;Active;Full-Time;Zone B;Part-Time;Unk;;Production       ;General - Con;1997-04-18;MA;Laborer;Female;96 974;Married;Fully Meets;3;79466
1 516;Richard;Nelson;2022-10-16;;Production Tech II;Travis Smith;richard.nelson@bilearner.com;TNS;Active;Contract;Zone B;Full-Time;Unk;;Production       ;General - Eng;1943-06-05;MA;Manager;Male;46 694;Widowed;Fully Meets;3;55052
1 517;Leyla;Davila;2021-12-02;2022-04-25;Production Tech II;Deborah Clark;leyla.davila@bilearner.com;WBL;Active;Full-Time;Zone C;Part-Time;Involuntary;From through each buy.;Production       ;Splicing;1986-03-05;MA;Splicer;Male;4 704;Married;Fully Meets;3;64477
1 518;Kolten;Calhoun;2019-03-07;2023-03-06;Production Tech II;Tonya Lewis;kolten.calhoun@bilearner.com;BPC;Voluntarily Terminated;Full-Time;Zone B;Temporary;Retirement;Message senior woman care huge.;Production       ;Fielders;1975-11-26;MA;Engineer;Male;35 960;Divorced;Fully Meets;3;61771
1 519;Camille;Livingston;2023-05-02;2023-07-26;Production Technician I;Albert Wilson;camille.livingston@bilearner.com;BPC;Active;Part-Time;Zone B;Full-Time;Voluntary;Behind beautiful station court Mrs.;Production       ;Project Management - Con;1971-04-17;MA;Supervisor;Female;76 669;Single;Fully Meets;3;56448
1 520;Lilianna;Colon;2020-08-24;2023-02-26;Production Technician I;Timothy Anthony;lilianna.colon@bilearner.com;CCDR;Active;Full-Time;Zone A;Full-Time;Involuntary;Onto fall east employee record.;Production       ;Sales & Marketing;1976-07-04;MA;Vp;Female;34 189;Divorced;Fully Meets;3;73079
1 521;Chaim;Patrick;2020-12-08;2021-09-07;Production Tech I;Jackie Poole;chaim.patrick@bilearner.com;SVG;Active;Contract;Zone B;Temporary;Voluntary;Material agency modern degree general.;Production       ;WIRELINE CONSTRUCTION;1990-04-15;MA;Groundman;Male;16 162;Single;Needs Improvement;3;65797
1 522;Amara;Castillo;2021-02-15;;Production Technician I;Dr. Daisy James;amara.castillo@bilearner.com;EW;Active;Full-Time;Zone B;Full-Time;Unk;;Production       ;Field Operations;1943-08-24;MA;Operator;Male;49 777;Married;Fully Meets;3;65130
1 523;Joel;Eaton;2020-09-15;2023-06-24;Production Tech I;Amber Gutierrez;joel.eaton@bilearner.com;MSC;Active;Contract;Zone B;Full-Time;Involuntary;Key because while father.;Production       ;People Services;1971-05-30;MA;Director;Male;18 628;Married;Fully Meets;3;58467
1 524;Priscilla;Walters;2023-03-16;;Production Tech I;Johnny Simpson;priscilla.walters@bilearner.com;TNS;Active;Full-Time;Zone A;Temporary;Unk;;Production       ;Eng;1975-05-13;MA;Engineer;Female;5 112;Single;Fully Meets;3;105646
1 525;Nehemiah;Leach;2021-11-14;2022-10-07;Production Tech I;Ashley Padilla;nehemiah.leach@bilearner.com;BPC;Active;Full-Time;Zone B;Temporary;Involuntary;System less wrong.;Production       ;General - Con;1947-04-14;MA;Laborer;Female;42 288;Widowed;Needs Improvement;3;52968
1 526;Ashtyn;Huynh;2021-04-23;;Production Tech I;Seth Parks;ashtyn.huynh@bilearner.com;CCDR;Active;Contract;Zone B;Full-Time;Unk;;Production       ;Field Ops;1987-04-04;MA;Foreman;Female;13 579;Divorced;Fully Meets;3;62852
1 527;Tristen;Reed;2022-06-05;2022-08-26;Production Technician I;Timothy Robbins;tristen.reed@bilearner.com;EW;Active;Part-Time;Zone A;Full-Time;Voluntary;Career unit oil always without bag its.;Production       ;Eng;1980-03-13;MA;Engineer;Female;39 855;Widowed;Fully Meets;3;117083
1 528;Braedon;Chandler;2022-11-19;;Production Technician I;Troy Moore;braedon.chandler@bilearner.com;MSC;Active;Part-Time;Zone A;Part-Time;Unk;;Production       ;Field Ops;1953-11-27;MA;Laborer;Female;47 571;Widowed;Fully Meets;3;62676
1 529;Nikolas;Hancock;2023-04-14;;Production Technician I;Dale Morgan;nikolas.hancock@bilearner.com;NEL;Active;Full-Time;Zone C;Part-Time;Unk;;Production       ;Field Operations;1974-07-27;MA;Laborer;Female;90 069;Married;Fully Meets;3;65773
1 530;Demetrius;Sanders;2022-12-13;;Production Technician I;Melissa Carlson;demetrius.sanders@bilearner.com;PL;Active;Contract;Zone B;Full-Time;Unk;;Production       ;Field Operations;2000-02-02;MA;Top Hand;Female;25 072;Single;Fully Meets;3;68068
1 531;Tiana;Perry;2023-03-11;2023-04-09;Production Technician I;Paula Flynn;tiana.perry@bilearner.com;PYZ;Future Start;Part-Time;Zone A;Full-Time;Voluntary;Authority PM house child cost risk.;Production       ;Aerial;1985-09-05;MA;Lineman;Female;2 315;Widowed;Fully Meets;3;54019
1 532;Rene;Pena;2019-11-22;2020-02-18;Production Technician I;Kendra Huerta;rene.pena@bilearner.com;SVG;Leave of Absence;Part-Time;Zone B;Full-Time;Retirement;Most receive serve way recent up with.;Production       ;General - Con;1944-03-10;MA;Technician;Female;74 746;Divorced;Fully Meets;3;79059
1 533;Angelo;Fox;2021-03-13;2021-11-19;Production Tech I;Larry Miller;angelo.fox@bilearner.com;TNS;Leave of Absence;Contract;Zone C;Full-Time;Resignation;Civil scientist green table.;Production       ;Aerial;1990-08-21;MA;Technician;Female;20 157;Widowed;Fully Meets;3;61968
1 534;Ernesto;Madden;2022-02-27;;Production Tech II;Timothy Jennings;ernesto.madden@bilearner.com;CCDR;Active;Full-Time;Zone B;Temporary;Unk;;Production       ;Field Ops;1964-11-10;MA;Operator;Male;11 719;Married;Fully Meets;3;60445
1 535;Amari;Christian;2021-05-08;;Production Technician II;Mary Stokes;amari.christian@bilearner.com;SVG;Active;Contract;Zone B;Part-Time;Unk;;Production       ;General - Con;2000-11-11;MA;Foreman;Female;30 912;Widowed;Fully Meets;3;56353
1 536;Lilly;Turner;2022-12-27;;Production Tech II;Samuel Donovan;lilly.turner@bilearner.com;EW;Active;Contract;Zone C;Part-Time;Unk;;Production       ;General - Con;1955-12-19;MA;Locator;Female;35 052;Single;Fully Meets;3;68751
1 537;Rayne;Simpson;2020-08-16;;Production Technician II;Eddie Herrera;rayne.simpson@bilearner.com;MSC;Active;Contract;Zone B;Full-Time;Unk;;Production       ;Project Management - Con;1950-01-12;MA;Vp;Male;13 235;Divorced;Fully Meets;3;52117
1 538;Aaron;Tapia;2023-01-20;;Production Technician II;Michael Reed;aaron.tapia@bilearner.com;TNS;Active;Contract;Zone B;Full-Time;Unk;;Production       ;Splicing;2001-01-18;MA;Splicer;Male;27 010;Widowed;Fully Meets;3;72017
1 539;Aimee;Santana;2020-12-28;2021-10-01;Production Technician II;Luke Bright;aimee.santana@bilearner.com;PYZ;Voluntarily Terminated;Part-Time;Zone A;Full-Time;Voluntary;Treatment become trade enough improve.;Production       ;Project Management - Con;1961-03-02;MA;Laborer;Male;79 458;Widowed;Fully Meets;3;79854
1 540;Raegan;Stanton;2021-02-18;;Production Tech I;Bonnie Myers;raegan.stanton@bilearner.com;BPC;Active;Contract;Zone C;Temporary;Unk;;Production       ;Technology / It;1967-02-19;MA;Cio;Female;62 937;Widowed;Fully Meets;3;865536
